Country Name,Country Code,oecd_edu_population_to_primary,oecd_edu_population_to_tertiary,oecd_edu_population_to_secondary,oecd_gdp,oecd_gdp_per_cap,un_edu_primary_complete,un_edu_primary_enroll,un_edu_secondary_enroll,un_edu_tertiary_enroll,un_gdp_per_cap,un_urban_ratio,wb_edu_literacy_adult,wb_edu_literacy_youth,wb_edu_primary_complete,wb_edu_primary_enroll,wb_edu_secondary_enroll,wb_edu_tertiary_enroll,wb_gdp_per_cap,wb_gdp,wb_gdp_per_cap_ppp,wb_gdp_ppp,wb_urban_density,wb_urban_largest_city_ratio,wb_urban_big_city_ratio,wb_urban_population_ratio
Argentina,ARG,33.458462,24.765341,41.776196,1092845.898,23856.680324,94.56793,99.02244,128.423,79.9867,10761.0816269643,,99.0038681,99.50552368,101.3452072,99.184,90.79605,99.1662674,487227000000.0,10636.1202,20769.0323781598,942431459963.083,16.58089261,36.11373386,42.75880325,92.229
Australia,AUS,15.46888,49.767868,34.763252,1595112.956,61974.774982,,97.35563,114.85434,86.55455,66915.8592008469,,,,,96.38096,92.28431,114.189888,1552670000000.0,60443.10916,53316.8854335814,1369884973053.42,3.335312311,22.81495852,61.91719513,86.362
Austria,AUT,14.060361,34.604504,51.335136,622665.496,68774.881689,99.49617,94.45453,99.47815,79.99864,53840.3932953502,,,,99.66526031,88.61718,87.00131,87.21138763,480368000000.0,53637.70571,55685.9702933361,496544223813.718,108.0570044,36.81121051,21.71677183,58.995
Belgium,BEL,18.473303,44.873066,36.653629,773801.715,66176.491484,92.19031,98.78049,180.38173,73.3188,51165.510222267,,,,,98.76482,94.94691,80.88874817,594104000000.0,51247.01435,53070.2148197652,612655349801.141,381.0635403,18.42418633,27.11389644,98.117
Brazil,BRA,41.5784,20.678915,37.742687,3213097.741,15173.607426,80.62466,90.35398,108.5702,46.44658,7507.16024556456,,94.30000305,99.40000153,,96.29925,81.72855,54.57279968,1608980000000.0,7507.160971,14834.1937022808,3153147446348.34,25.50762538,11.88259508,42.37016625,87.317
Canada,CAN,6.9325643,61.985279,31.082157,2221280.61,57058.469082,98.59447,99.45674,99.88171,58.88359,52112.0614958113,,,,,99.8825,99.80968,79.516922,1988340000000.0,51987.93905,46572.1374328364,1771473892248.83,4.242576785,20.02802515,45.98645959,81.653
Switzerland,CHE,12.57438,45.002983,42.422638,723517.334,82389.515916,68.68168,93.7743,106.09061,57.22953,93525.3661913239,,,,99.57124329,93.19583,85.32946,65.33409119,800640000000.0,91991.60046,71745.2993952823,619632654690.619,218.5990597,21.85612434,16.17265886,73.996
Chile,CHL,28.026119,31.439775,40.534103,552981.397,28100.985702,99.53105,93.03748,103.92402,86.6307,16265.0964340701,0.880899661613821,97.04000092,99.09999847,101.4751129,94.74067,88.65187,91.66934967,317059000000.0,16265.09598,25089.0312965357,479607165872.117,25.95761178,39.7912378,34.9434705,87.817
China,CHN,63.374126,18.535316,18.090559,30090699.886,,81.10148,90.18812,100.38884,39.39039,,0.6472108169333145,97.15000153,99.80999756,,,,63.60195923,17734100000000.0,12556.33312,17189.281794248,24255795539863.4,149.7235526,3.148247331,29.76998435,62.512
Colombia,COL,39.789829,25.207756,35.002415,869840.596,17417.234054,83.49704,89.83309,106.8973,51.291,6104.13670930389,0.763206577148994,95.63632965,99.01181793,103.7517471,92.91999,77.47078,54.23928833,314464000000.0,6104.136709,14868.4698189141,756550625053.309,45.90415683,26.51980053,44.12065192,81.74
Costa Rica,CRI,57.373444,24.640232,17.986324,127686.494,,90.3673,96.13191,133.30969,53.03828,12472.443327393,0.724941235574222,98.04000092,99.52999878,104.6601639,97.33255,82.44799,57.67481995,64282438667.0,12472.44373,22243.8019575334,113312462965.098,100.334998,33.84954376,27.56198781,81.425
Czechia,CZE,5.5797949,26.537458,67.882744,534055.096,49956.512049,,,,,26808.5398580416,,,,100.5519028,89.3503,90.51857,68.06181335,281778000000.0,26821.24523,,,138.5759288,16.830068,12.49026725,74.214
Germany,DEU,14.672102,31.143503,54.184395,5371318.279,64101.466443,96.48175,98.63278,101.25985,65.4738,51073.1178941387,,,,98.56955719,90.14286,85.29882,72.98919678,4259930000000.0,51203.55447,54844.5459733622,4560920212744.35,238.0173188,5.528745605,9.661285956,77.544
Denmark,DNK,17.887573,41.881645,40.230782,441729.033,74793.266721,99.48016,98.06953,116.60542,81.51647,68036.7174499952,,,,98.53518677,98.53748,90.92146,82.8392868,398303000000.0,68007.75667,60229.9147703017,351224965911.196,145.7851,26.28895114,23.19736959,88.24
Spain,ESP,36.083153,40.703045,23.213802,2225886.52,46747.557086,96.33609,98.93822,126.8126,89.07212,30058.3872447137,,98.59445953,99.62142181,98.90447998,97.27171,96.87779,95.96486664,1427380000000.0,30103.51373,37756.3509997639,1788269872312.89,94.81538375,17.35178417,25.92675008,81.056
Estonia,EST,10.475689,41.226608,48.297703,63555.067,47721.323033,96.58193,97.25776,109.96161,72.92471,27990.6210290954,,99.87000275,99.98999786,97.8786087,93.68129,94.36474,74.231987,37191166152.0,27943.70122,37645.2213607112,50048531249.417,31.09992982,48.57522628,,69.415
Finland,FIN,11.083303,42.33107,46.585629,332318.393,59808.219831,99.62933,99.43316,101.37216,88.67155,53703.4525200273,,,,99.03176117,98.62944,96.1047,95.04788971,297302000000.0,53654.7503,50937.1607539726,281659220687.004,18.19287688,27.76276232,23.76381448,85.596
France,FRA,17.760235,40.703068,41.536697,3814783.882,55698.406803,97.95848,98.84784,107.65316,64.39047,44229.3937152728,,,,,98.92727,94.66595,69.34638214,2957880000000.0,43658.97898,46991.1820282957,3166261521877.82,123.4046994,20.1277495,22.86946001,81.242
United Kingdom,GBR,18.294903,50.145672,31.559423,3740423.339,55175.810051,,,,,,,,,99.43340302,99.49182,97.13247,69.4837265,3131380000000.0,46510.28278,46526.9118652819,3121071774834.98,277.2744182,16.63639014,27.30680068,84.152
Greece,GRC,21.812767,34.556225,43.631008,393631.536,37212.227345,90.68469,97.17147,103.61142,110.16268,20571.2179357684,,97.93595123,99.16000366,100.6033173,98.22037,93.34588,150.8760681,214874000000.0,20192.5963,27948.6497284227,299066091543.372,82.99921645,37.02298457,29.63245477,80.038
Hungary,HUN,13.719394,29.29541,56.985195,413146.473,42665.113312,98.26017,90.76962,100.85752,53.19281,18728.3244176432,,99.09999847,98.69999695,94.42460632,90.83399,89.27911,55.15554047,181848000000.0,18728.12189,33274.3476562091,324429847525.84,106.8392395,25.25855282,18.24804213,72.245
Indonesia,IDN,57.04705,13.170677,29.782272,3969883.308,,81.94135,89.71853,90.67667,31.1021,4332.70928089405,0.675839204347256,95.99900818,99.7795105,102.3348389,93.4963,78.73112,36.31103897,1186090000000.0,4332.709281,12072.4399629246,3302097492964.25,144.7963882,6.959855306,13.89114438,57.29
India,IND,77.645477,12.94724,9.4072857,9657283.711,7201.553849,61.37311,92.25846,85.20203,23.89011,2274.47654160975,0.3453366911137069,74.37299347,91.66403961,97.3657074,,,31.30364037,3176300000000.0,2256.590409,6525.42805209485,9005119325892.9,469.6595667,6.259070044,16.00542642,35.393
Ireland,IRL,12.765348,53.708744,33.525906,656439.507,128343.445998,,94.9173,114.76326,73.16848,101108.989159094,,,,98.9764328,95.78041,98.6613,74.68031311,504183000000.0,100172.0793,93350.0875336544,465413104314.265,72.36728117,38.60838549,24.67538815,63.912
Iceland,ISL,21.429537,43.06255,35.507912,25335.76,66637.981044,97.91737,98.60999,97.30824,82.22758,69133.1340822158,,,,99.37201691,99.83367,91.2734,84.27375031,25602419210.0,68727.63666,53616.6847084842,19648531128.3253,3.634463949,,,93.944
Israel,ISR,12.055555,49.688583,38.255859,412651.502,44052.106772,99.23824,96.72031,103.31296,66.18104,54111.0210446624,0.9160515270723095,,,107.2998886,97.01884,98.63822,61.07302856,488527000000.0,52170.71186,39489.2807769984,363897671288.118,425.836414,49.13284673,57.86790901,92.674
Italy,ITA,37.293571,19.983055,42.72337,3092145.9,52461.180226,98.94044,97.64187,108.8268,63.45507,35578.8510673149,,99.34909821,99.8742218,97.55294037,95.65574,94.66346,69.46527863,2107700000000.0,35657.49756,41987.8159630472,2496155798766.2,200.9991005,10.14490905,19.28778047,71.346
Japan,JPN,,55.555557,,5383426.681,42895.146536,99.83826,99.95,101.35803,62.41163,39649.9275053265,,,,,,,64.61711884,4940880000000.0,39312.66037,42100.257690921,5315620636313.38,346.3950617,32.340061,64.88238178,91.867
"Korea, Rep.",KOR,9.6675959,51.707623,38.624783,2425556.12,46875.178673,,,,,,,98.80000305,100.0,99.72099304,97.25516,98.00711,102.4673615,1810960000000.0,34997.78164,,,531.1090061,23.66069605,50.4560954,81.414
Lithuania,LTU,6.7329736,45.343121,47.923908,139748.025,49328.635767,97.20947,97.87817,104.42788,68.53141,23844.1256495224,,99.83000183,99.94999695,103.6344833,98.17529,98.42562,70.78690338,66445256585.0,23723.34025,38880.5452693822,108666652765.217,44.63246567,28.24824945,,68.249
Luxembourg,LUX,19.698715,50.304401,29.996883,93962.589,143394.130003,84.78167,92.45727,113.75683,19.40741,133745.40150219,,,,84.04065704,95.03083,83.58238,19.19842911,85506243834.0,133590.147,117846.13649183,74292443521.0431,244.8742649,,,91.672
Latvia,LVA,10.605479,39.00124,50.393284,76741.786,40685.382515,93.5173,96.36553,115.32151,67.03973,21267.46224347,0.6815008057687869,99.88999939,99.81999969,98.32875824,96.30354,93.79965,94.51083374,39853501580.0,21148.16294,31424.9022103534,59721423980.7638,30.53911297,48.68693418,,68.421
Mexico,MEX,57.190308,20.45546,22.354233,2480684.356,19438.782132,95.71265,95.0583,115.50843,29.9409,10045.676371041,,95.24784851,99.08241272,102.6626282,95.30064,81.15596,44.80858994,1272840000000.0,10045.6805,18670.8104030112,2407278986001.28,64.81560843,21.35277992,42.11226699,81.016
Netherlands,NLD,19.437679,43.059402,37.502918,1256312.118,70966.057612,98.21536,99.5865,139.10524,78.50107,57871.3492096268,,,,,98.64765,93.16439,92.01217651,1012850000000.0,57767.87881,59266.9085805339,1033703786007.38,518.013068,7.131668902,12.37392663,92.572
Norway,NOR,17.57239,47.220146,35.207466,518561.227,95026.796239,99.57491,99.88796,99.36978,76.78316,89241.7139378055,,,,99.2576828,99.88251,95.60786,84.44367218,482175000000.0,89154.27609,62644.8457362642,336996381517.09,14.76721523,23.43746879,19.52880007,83.323
New Zealand,NZL,19.431931,40.490189,40.077881,242673.983,47341.78373,,98.42879,102.99765,80.88294,48823.5077795339,0.8385195018154843,,,,99.11677,96.86035,79.90783691,249886000000.0,48781.02663,44657.7737248265,227316999814.112,19.33158634,36.6654498,31.82157498,86.789
Poland,POL,6.7923322,33.234364,59.973305,1643788.812,43455.436916,98.53229,96.94361,100.21169,71.15869,17736.4195570017,,99.80000305,99.90000153,95.02263641,95.78475,94.08406,70.47712708,679445000000.0,17999.90995,34286.9850845384,1299444847807.88,123.8005749,7.891929054,4.741076433,60.075
Portugal,PRT,40.549065,31.08424,28.366695,435020.402,42341.460754,,98.60871,116.97225,65.60738,24651.1764348733,,96.77999878,99.70999908,105.4502487,97.56411,94.66479,70.38208771,253663000000.0,24567.50927,34177.085710564,351924219905.62,112.406676,43.05238952,41.529985,66.849
Russian Federation,RUS,4.8022981,56.725521,38.472183,4367291.715,29819.046969,96.44676,95.21313,98.68286,78.65337,12258.7720197789,,99.69999695,99.69999695,105.225853,95.09612,90.67886,86.40014648,1778780000000.0,12194.77734,,,8.797354989,11.71549349,23.68134966,74.934
Slovak Republic,SVK,6.8340263,27.911043,65.254929,201893.756,36704.186829,,,,,,,,,98.34087372,83.09318,84.75751,47.62358856,116527000000.0,21391.92533,31356.458282425,171169481096.475,113.5363353,14.91007972,,53.82
Slovenia,SVN,8.69,40.3,51.01,106933.333,50713.217901,99.04773,97.73995,99.73447,82.92643,29134.8000315499,0.5534479513053011,,,103.8800888,98.26288,95.68577,79.9208374,61748586535.0,29291.40062,39725.259194249,83519139709.9138,104.4088814,,,55.427
Sweden,SWE,15.142161,46.648315,38.209526,683843.355,65209.039958,99.55624,99.47047,114.27631,62.35348,60729.7134250084,,,,104.6535873,99.18177,99.06336,84.51622009,635664000000.0,61028.73806,55064.8850101551,570111093189.311,25.42072337,18.02442098,15.90438805,88.238
Turkiye,TUR,55.102688,24.452457,20.444857,2581588.441,30679.506593,,,,,,,96.74221039,99.90715027,93.57749176,87.90006,87.22819,117.1131516,819035000000.0,9661.235975,,,109.3193197,23.74795605,37.57227863,76.569
United States,USA,8.2938099,50.316986,41.389202,23315081.0,70181.12175,,,,,69184.7044001711,,,,100.9236679,94.62633,92.45022,87.56765747,23315100000000.0,70248.629,63027.6795267153,20893743833000.0,36.23984468,6.843319129,46.75182866,82.873
South Africa,ZAF,52.348087,15.839705,31.812206,711486.517,12253.323477,76.98593,83.32679,94.91587,19.66282,7055.05517622779,,95.02297211,98.40953064,91.99948883,87.01258,71.92661,24.23629951,419015000000.0,7055.044776,13359.4843319287,792333514802.214,48.47284785,14.70788205,36.54460333,67.847
Afghanistan,AFG,,,,,,87.786,28.65191,66.15321,8.6628,372.548874780042,0.26171031103656595,37.2660408,55.9294014,84.33058929,,50.1407,10.56252003,14786861638.0,368.7546142,2078.47908182601,80911742458.6898,59.75228064,41.09044433,10.81253908,26.314
Albania,ALB,,,,,,98.71253,95.51731,98.62413,62.70685,6396.46181225342,,98.44999695,99.41999817,98.15583038,94.52966,86.60827,56.72153091,18255787479.0,6492.872012,13632.1865366302,38686086930.7895,103.5711314,28.39538249,,62.969
Algeria,DZA,,,,,,93.413,97.26243,132.01042,34.59381,3700.32405783434,,81.40783691,74.02999878,103.6635284,97.63517,,53.74174118,163044000000.0,3690.627878,11323.3122190849,496539051021.519,18.24365706,8.562678175,6.358730525,74.261
Andorra,AND,,,,,,70.65059,,,,42066.0415696858,,,,,,,,3330281524.0,42137.32727,,,165.3191489,,,87.858
Angola,AGO,,,,,,31.87285,84.01231,35.81123,9.92357,2044.2182115247,0.6344750533740906,72.27999878,82.83000183,,,,10.63029003,67404287260.0,1953.533757,6478.33218196834,212918601685.596,26.81357664,37.08448519,25.01719377,67.46
Antigua and Barbuda,ATG,,,,,,91.32207,84.1432,115.99066,23.48624,15245.8189854,,98.94999695,,99.48415375,95.69547,88.78981,,1471125926.0,15781.3957,18240.3804056479,1786243972.36428,210.6,,,24.38
Armenia,ARM,,,,,,90.2065,84.13556,97.4689,44.25461,4966.51667567882,0.647944410732853,99.78861237,99.87381744,91.81968689,90.72273,,55.41358948,13861409969.0,4966.513471,13311.0281362153,39443691148.1898,98.54611872,61.52372732,39.0251217,63.431
Aruba,ABW,,,,,,95.9406,99.24994,118.57814,16.9016,29342.1008558781,,97.98999786,99.51999664,,,,15.59920979,3126019399.0,29342.10086,31182.8338812015,3329266442.16036,592.1388889,,,43.866
Azerbaijan,AZE,,,,,,97.26262,95.1785,89.05687,23.15973,5296.44321168757,,99.79598236,99.93392944,94.32929993,92.42467,88.53256,38.2371788,54622176471.0,5387.997975,14478.5244519377,146133499194.866,122.1247368,41.18927504,23.38562304,56.776
Bahrain,BHR,,,,,,97.80743,96.92446,100.14868,36.83768,26562.9740428193,,,,100.241188,96.71489,90.19346,64.53108215,38868663032.0,26562.96914,43821.1244906362,74565280474.1503,1882.126115,50.62448195,,89.622
Bangladesh,BGD,,,,,,66.20096,89.96452,76.12434,13.4408,2449.90651676298,,74.9088974,94.46177673,121.9175262,,66.54968,25.10159492,416265000000.0,2457.92488,5995.40742859276,987379950248.558,1286.171553,32.96227816,15.86823093,38.946
Barbados,BRB,,,,,,93.37466,91.02247,106.87177,65.43223,17225.4623044097,,,,98.47075653,96.69287,93.63078,,4843800000.0,17225.4623,14045.7728319619,4036347784.49374,652.7744186,,,31.246
Belarus,BLR,,,,,,98.32384,93.74106,104.49307,88.85703,7121.00468882456,0.7747567400351474,99.87400055,99.87283325,93.63146973,94.92861,95.63948,82.23885345,68205380707.0,7302.257794,20237.5511291865,189827258189.315,46.21121293,27.31597454,21.8281955,79.91
Belize,BLZ,,,,,,94.67144,96.2915,90.23618,24.1848,6228.70085318388,,,,106.7412796,95.94237,71.149,23.22977066,2491500000.0,6228.267309,6165.84966925761,2451671311.33988,17.31350285,,,46.201
Benin,BEN,,,,,,53.387,95.86662,67.56271,15.36278,1360.91147421792,,45.84000015,65.04000092,73.47045135,97.21103,46.58049,11.08936024,17144918952.0,1319.154995,3505.1384547304,42493487504.1107,112.1241841,17.63929928,,48.972
Bermuda,BMU,,,,,,84.24221,83.45787,78.2984,27.45973,112652.646350393,,,,91.57302856,,,19.02725983,7286607000.0,114090.3283,80273.0817053991,5128888009.40306,1183.203704,,,100.0
Bhutan,BTN,,,,,,78.85831,85.5824,91.94067,10.92693,3062.91497537619,0.4087709253467741,70.94999695,97.30000305,89.84010315,88.02597,70.19893,23.27213097,2539552985.0,3266.364905,11129.3084547092,8587507955.35506,20.25448348,,,43.008
Bolivia,BOL,,,,,,96.73082,94.14108,99.89639,38.39057,,,93.85256195,99.55658722,92.88169098,92.85137,76.55438,,40408208528.0,3345.196589,8283.13119529083,96689230653.4345,11.01833472,22.1049481,41.12007545,70.475
Bosnia and Herzegovina,BIH,,,,,,86.51722,97.52653,91.50272,47.57777,7143.28396260018,,98.09999847,99.72000122,85.42336273,,,39.23395157,23365361635.0,7143.310548,15598.4303394866,51175564234.2429,64.81263672,21.25741651,,49.425
Botswana,BWA,,,,,,94.01205,91.02086,91.46883,27.51322,6805.24771262702,0.6406659278662108,,,94.55426788,,,24.72838974,17614791266.0,6805.221274,15471.0948083951,36382213328.7921,4.493148413,,,71.56
Brunei Darussalam,BRN,,,,,,96.36919,98.80453,107.82018,31.72534,31448.9136081385,0.7488160745441648,97.58999634,99.76999664,104.9582825,93.14673,82.64549,31.99329948,14006569576.0,31449.07656,,,83.81878558,,,78.554
Bulgaria,BGR,,,,,,97.84393,94.92968,93.14579,70.78563,12207.2577149813,0.7332399050189536,98.41999817,98.05999756,87.87634277,86.4454,89.05757,75.40579987,84056312734.0,12221.49661,24564.4376812432,170330179348.305,63.87265107,24.56223259,18.67343691,76.025
Burkina Faso,BFA,,,,,,69.49702,67.45066,41.88125,4.77591,893.07719598646,0.2686978260816652,46.04000092,65.48000336,66.96781158,78.64517,31.00148,9.542420387,19737615114.0,893.0771558,2273.83136519316,47530529151.7522,78.66456871,42.21483483,13.18791369,31.24
Burundi,BDI,,,,,,52.57043,95.35938,50.12112,4.40817,310.706844274277,,74.70999908,92.58000183,52.94527054,92.8047,27.52277,5.951305389,2779813489.0,221.4776762,771.101237228677,9168995940.71524,475.8655374,60.90521126,,14.058
Cambodia,KHM,,,,,,46.92221,94.70745,60.60908,15.90151,1607.65892853542,0.39185866907147415,83.91000366,95.63999939,90.6848526,90.26554,,12.98375511,26961061120.0,1625.23502,4423.47463119877,73955944078.248,92.88953093,52.38261758,12.92174349,24.668
Cameroon,CMR,,,,,,69.75482,91.64219,66.56681,11.92603,1668.01241018141,,78.23000336,86.23999786,65.49803925,92.87395,45.99349,14.26727009,45338283345.0,1666.932734,3867.20380825838,102658266354.309,56.04088553,26.32972754,29.25710076,58.148
Cayman Islands,CYM,,,,,,74.64883,,,,85250.265252558,1.0,98.86782074,98.9068222,89.55223846,,,25.85106087,5898449688.0,86568.76964,72481.0138555976,4763452230.58987,280.4625,,,100.0
Central African Republic,CAF,,,,,,46.55629,70.55846,23.03378,2.77416,461.36101321537,,37.49000168,38.34000015,54.70602036,,12.71989,,2516498299.0,461.1374902,989.218743666095,4777693076.28373,8.576551414,39.11157974,,42.648
Chad,TCD,,,,,,50.98758,84.44159,26.03688,3.44539,955.169672568295,,26.76000023,35.16999817,44.5021019,73.15289,18.8551,3.251300097,11779980802.0,685.6902841,1591.66995264718,26144546216.7193,13.21847284,36.13045996,8.592184748,23.781
